Text,CogData
The latest Fundraising NEWS! https://t.co/GPwgLY3Bcq Thanks to @HarrisHillJobs @CiiTweets @LEAPsports #webdesign #digitalmarketing,Yes
The latest Fundraising NEWS! https://t.co/AhmA2C8TKx Thanks to @AmyEisenstein @EmmaLewzey @KaplanLarry #fundraising #nonprofit,Yes
The latest Fundraising NEWS! https://t.co/4uftpunASJ Thanks to @piterk68 #diversity #supporterexperience,Yes
The latest Fundraising NEWS! https://t.co/ZgWPZp2XdW Thanks to @postandcourier @genericlogistic @MrJoeJenkins #lowcountrylife #generosity,Yes
The latest Fundraising NEWS! https://t.co/MzGlucofpl Thanks to @FayJonesSchool #uark,Yes
The latest Fundraising NEWS! https://t.co/mNdqckOPVd Thanks to @InsidePhilanthr @bocatribune @4aGC,Yes
The latest Fundraising NEWS! https://t.co/JpbWElceMQ Thanks to @ESA_Sociology @NicoleSykes_ @nptechdata #esa2021bcn #nptechedu,Yes
The latest Fundraising NEWS! https://t.co/SSTsxES0hJ Thanks to @scvotweet @jennilanderson @DSC_Charity #therealway #realpeaceofmind,Yes
The latest Fundraising NEWS! https://t.co/n03kG66pf6 Thanks to @L_H_A_T @ukfundraising #historictheatres #historicoperahouses,Yes
The latest Fundraising NEWS! https://t.co/l7Tew2dG97 Thanks to @CharityComms @RNewtonConsult @Get_Grants #newyearshonours #ukcharities,Yes
The latest Fundraising NEWS! https://t.co/5O3ttwGkKh Thanks to @aanandsivaraman @Fundraising777 @DSC_Charity #nonprofits #management,Yes
The latest Fundraising NEWS! https://t.co/uehHwaEwwk Thanks to @YorkTHCharity @nptechdata #grants #getgrants,Yes
The latest Fundraising NEWS! https://t.co/vDrSgx9rVc Thanks to @TurnerPR_UK @WomenOutWest2 @rambunctiousgo3 #charity #fundraising,Yes
The latest Fundraising NEWS! https://t.co/RubIyYaW4g Thanks to @ThirdForceNews @PhambanoTech @TurnerPR_UK #njstage #newjerseystage,Yes
The latest Fundraising NEWS! https://t.co/VQDTjwXKQy Thanks to @WFUVCityscape @JulianLomas,Yes
The latest Fundraising NEWS! https://t.co/chSRP2zIAv Thanks to @CLAOutcomes @Get_Grants @GrantConnect #charityjob #grants,Yes
The latest Fundraising NEWS! https://t.co/1EboZ9cLty Thanks to @NAADDevelopment,Yes
The latest Fundraising NEWS! https://t.co/cksKiLyUTh Thanks to @werbyloapp @KarlMiller @vjamoore #rebuildingheritage #heritagecompass,Yes
The latest Fundraising NEWS! https://t.co/5HZtEkqHjZ Thanks to @MPlattMerkleRMG,Yes
The latest Fundraising NEWS! https://t.co/zErIZ5ada5 Thanks to @AHFBoston #thisplacematters #realestate,Yes
The latest Fundraising NEWS! https://t.co/YBcEmdTGfa Thanks to @DSC_Charity @ukfundraising @ScotCharityReg,Yes
The latest Fundraising NEWS! https://t.co/hmLS8RqiXl Thanks to @MarbleHallDerby @HarrisHillJobs @vcstar #fundraising #charity,Yes
The latest Fundraising NEWS! https://t.co/ERFmDVGr6I Thanks to @grbj @fundmarksol #nevermoreneeded,Yes
The latest Fundraising NEWS! https://t.co/Rj4GIUp3rz Thanks to @northlondonpasc @JayBarclayLove #newyearhonours #covid19uk,Yes
The latest Fundraising NEWS! https://t.co/hrStFiYlu2 Thanks to @Battersea_ @FayJonesSchool @ScotCharityReg #grants #getgrants,Yes
The latest Fundraising NEWS! https://t.co/54nYTFEjLQ Thanks to @JourneysRoad @pickfordrich @DonorPerfect #majordonor,Yes
The latest Fundraising NEWS! https://t.co/hPuXJtBz8M Thanks to @MarkFlann @JHMerkleRMG @CarenewsCom #fundraisingupdate #recreation,Yes
The latest Fundraising NEWS! https://t.co/MBdcnVeOAs Thanks to @nff_news @DSC_Charity @havenscape1 #slavery #organizedcrime,Yes
The latest Fundraising NEWS! https://t.co/CVJmZYmjEV Thanks to @Greenwood1922 @Thomas_DemGaz #data #ai,Yes
The latest Fundraising NEWS! https://t.co/xAB1Wx7nVv Thanks to @robertkaye11 @spjoyaux @WJFW12,Yes
The latest Fundraising NEWS! https://t.co/vR63st4sRH Thanks to @RobinCabralCFRE @bww_newjersey @nstalenttrust,Yes
The latest Fundraising NEWS! https://t.co/pNTCzeQJGr Thanks to @goodcall_mobile @NotNormalIndstr @CreativePships #kroger,Yes
The latest Fundraising NEWS! https://t.co/B0O18fzQUJ Thanks to @JamesS_VAL @timestribune @CVSBeds #ukcharityweek #leicester,Yes
"46 technology events for nonprofits webinars, courses + conference calls https://t.co/mKLzS7GR9K #nptechedu #onlinelearning #nonprofits @kivilm @charityhowto @Tech_Impact @ntenorg @everyaction @bloomerangTech @cividesk @nonprofitorgs @grantspace @idealware @philanthropy https://t.co/wKCjl1uvNo",Yes
51 Nonprofit Technology Online Events in October 2018 - a dozen just this week! Check 'em out webinars and online courses by @idealware @tech_impact @techsoup @ntenorg @charityhowto @grantspace @kivilm https://t.co/WPcK1xMazm via @t4gswfl,Yes
"61 event for nonprofits around technology - webinars, courses and conference calls from 15 providers in September. #nptechedu #onlinelearning #nonprofits It's the Back-to-School edition! https://t.co/QrPvy7w9Ji https://t.co/MFFyvGblLt",Yes
"55 event for nonprofits around technology - webinars, courses and conference calls from 12 providers in July. #nptechedu #nonprofits @Network4Good @charityhowto @cividesk @kivilm @nonprofitorgs @ntenorg @grantspace @Tech_Impact… https://t.co/OEF7KltSwN https://t.co/bUchGtyTIQ",Yes
"55 event for nonprofits around technology - webinars, courses and conference calls from 12 providers in July. #nptechedu #nonprofits @Network4Good @charityhowto @cividesk @kivilm @nonprofitorgs @ntenorg @grantspace @Tech_Impact… https://t.co/OEF7KltSwN https://t.co/bUchGtyTIQ",Yes
55 Technology Training Events for Nonprofit Workers and a Conference in March 2021 #nptechedu @techsoup @Candid_Learning @CauseVox @Tech_Impact @charityhowto @ntenorg @Tech_Impact @kivilm @nonprofitll @nonprofitorgs @bloomerangTech @CommunityIT https://t.co/fu5p5x1Nad,Yes
46 Webinars and Online Courses for Nonprofits Around Technology from 12 providers in January #nptechedu #nonprofits @charityhowto @kivilm @nonprofitorgs @Tech_Impact @everyaction @grantspace @bloomerangTech @idealware @techsoup… https://t.co/VrwdnmZ1fW https://t.co/MDDRSa3Xb6,Yes
Nonprofits - Tune in if you can! @TechiesforGood @TampaTech4Good @nlctb @VolunteerHoward @BVMaryland @VolunteerMD #NPTech #NPEd https://t.co/xVAhjKWTDj,Yes
26 Nonprofit Technology Training events in December 2019 by @charityhowto @techsoup @Network4Good @Tech_Impact @everyaction @cividesk @bloomerangTech @idealware @kivilm @nonprofitorgs #nptechedu #nptech https://t.co/B2T1AjfkUE https://t.co/7GdnWTUMk6,Yes
"35 events for nonprofits around technology: webinars, courses + conference calls by 10 providers https://t.co/dIkzJLEUnX #nptechedu #onlinelearning #nonprofits @cividesk @charityhowto @kivilm @Tech_Impact @ntenorg @everyaction @philanthropy @grantspace @idealware @CommunityIT https://t.co/bqGFcNjt0B",Yes
"46 events for nonprofits around technology - webinars, courses and conference calls in September. #nptechedu #nonprofits @charityhowto @bloomerangTech @ntenorg @Tech_Impact @everyaction @kivilm @Candid_Learning @philanthropy @nonprofitorgs @CommunityIT https://t.co/adliVmLPfG",Yes
"61 event for nonprofits around technology - webinars, courses and conference calls from 15 providers in September. #nptechedu #onlinelearning #nonprofits It's the Back-to-School edition! https://t.co/QrPvy7w9Ji https://t.co/MFFyvGblLt",Yes
"35 events for nonprofits around technology: webinars, courses + conference calls by 10 providers https://t.co/dIkzJLWvfv #nptechedu #onlinelearning #nonprofits @cividesk @charityhowto @kivilm @Tech_Impact @ntenorg @everyaction @philanthropy @grantspace @idealware @CommunityIT https://t.co/3nbOLJq2mS",Yes
51 Nonprofit Technology Online Events in October 2018 https://t.co/WPcK1xMazm via @t4gswfl // Full list! Check it out! Events by @techsoup @grantspace @ntenorg @everyaction @Tech_Impact @cividesk @charityhowto #nptech,Yes
38 Free + low-cost webinars &amp; online courses on nonprofit technology for April 2019 #nptechedu with events by #nonprofits @idealware @ntenorg @everyaction @charityhowto @cividesk @npmktgd @Tech_Impact @bloomerangTech @grantspace… https://t.co/Pv40ARPpvn https://t.co/FTTTWORuCi,Yes
"35 events for nonprofits around technology: webinars, courses + conference calls by 10 providers https://t.co/dIkzJLWvfv #nptechedu #onlinelearning #nonprofits @cividesk @charityhowto @kivilm @Tech_Impact @ntenorg @everyaction @philanthropy @grantspace @idealware @CommunityIT https://t.co/3nbOLJq2mS",Yes
And here is the whole list - 51 Nonprofit Technology Online Events in October 2018 https://t.co/WPcK1xMazm via @t4gswfl provided by @techsoup @ntenorg @kivilm @tech_impact @charityhowto @cividesk @everyaction @grantspace @idealware @bloomerangtech @communityIT #nptech #nptechedu,Yes
"46 technology events for nonprofits webinars, courses + conference calls https://t.co/mKLzS7GR9K #nptechedu #onlinelearning #nonprofits @kivilm @charityhowto @Tech_Impact @ntenorg @everyaction @bloomerangTech @cividesk @nonprofitorgs @grantspace @idealware @philanthropy https://t.co/wKCjl1uvNo",Yes
"#Funders, have you caught up on peer grantmaking best practices, wisdom from @CandidDotOrg experts, and insights from grantseekers? Click over to @GrantCraft’s website and read our latest. https://t.co/AxUY2yJVMG https://t.co/Fh5BEgIKVm",Yes
"#Funders, have you caught up on peer grantmaking best practices, wisdom from @CandidDotOrg experts, and insights from grantseekers? Click over to @GrantCraft’s website and read our latest. https://t.co/AxUY2yJVMG https://t.co/sTjUEBuAwi",Yes
"#Funders, have you caught up on peer grantmaking best practices, wisdom from @CandidDotOrg experts, and insights from grantseekers? Click over to @GrantCraft’s website and read our latest. https://t.co/AxUY2yJVMG https://t.co/Pfid67YpIq",Yes
"#Funders, have you caught up on peer grantmaking best practices, wisdom from @CandidDotOrg experts, and insights from grantseekers? Click over to @GrantCraft’s website and read our latest. https://t.co/AxUY2yJVMG https://t.co/zeL0cQMzZJ",Yes
"#Funders, have you caught up on peer grantmaking best practices, wisdom from @CandidDotOrg experts, and insights from grantseekers? Click over to @GrantCraft’s website and read our latest. https://t.co/AxUY2yJVMG https://t.co/Kzvq9xiDkL",Yes
BIG 15th Biotechnology Ignition Grant - BIRAC,Yes
 The National Science Foundation (@nsf) Graduate Research Fellowship Program (GRFP) provides up to three years of support for graduate students and individuals. Deadline: October 22.,Yes
ICYMI: We recently launched two grant opportunities to address systemic racism in healthcare and education (K-career),Yes
"Do you have a great solid #waste research idea, but you're in need of funding? Check out EREF's #research #grants program! Pre-proposal submissions will be accepted beginning April 12",Yes
Arts Council England has launched a new funding round to support artistic activities in 66 areas where involvement in the arts is significantly below the national average. Applications open on the 6th April 2021. #Grants of up to £1 million available.,Yes
"#Schools in England, Scotland and Wales can apply for up to £500 worth of free outdoor equipment and two hours of professional outdoor training to help children connect with nature, become more active, and learn outdoors",Yes
Ontario Gov't providing additional Ontario Small Business Grants!,Yes
Our Tennessee grant is still accepting applications from skilled nursing homes. Our experiential training is offered both in person and virtually! For more info or to apply please email grants@secondwind.org,Yes
"Last opportunity (Wednesday 31 March) to apply for this round of #funding for UK-Japan projects in a wide range of fields. From small #Grants for projects up to #Awards for institutional collaborations, we can help! ",Yes
#FridayFeeling #BucksARG scheme now open - new #grants❗@BucksCouncil has reopened #ARG scheme for 2️⃣ new rounds of #funding for those impacted by #COVID-19 #restrictions during February & March 2021. Apply before the 30th April,Yes
Public address loudspeakerApplications for the following #grants must be submitted by Wed 31 MarchPublic address loudspeaker✔ Lockdown and tier-restrictions grants for #businesses affected 5 Nov 2020 – 15 Feb 2021 ✔ #AdditionalRestrictionsGrants for March Complete a grant application here,Yes
"To help revive safe #community events, the Government of Ontario is investing $105M through the Community Building Fund to provide #grants for eligible organizations that are focused on arts, culture, tourism, heritage, sport, and recreation. ",Yes
ICYMI Hometown Grantmaking in Flint: Children and Youth #Child #Grants,Yes
"ICYMI Cabool Schools Earn $86,264 Childhood Obesity Prevention Grant #Health #Grants",Yes
"@mydawsoncollege ""We are offering an exciting position at the interface of science and policy."" ",Yes
ICYMI Two Kosciusko County Students Obtain Lilly Endowment Community Scholarships,Yes
Selected students must be graduating from Nevada High school and must be seeking a degree in agriculture-related education.,Yes
WWF announces the launch of a call for grants for small-scale #fishers in the #Mediterranean to help access funds from the EU Maritime & Fisheries Fund (#EMFF) aimed at projects that will advance #sustainability. Deadline: 15 May,Yes
"Deciduous treeParrotSpecial Call for Proposals by @Amazon_RJF & @pulitzercenter: The Destruction of the #Amazon during the #Pandemic✍🏽Journalists, editors, & independent media organizations are invited to submit proposals for grants by 15 April ",Yes
HURRY! We have limited funds available for our First Home Grant Program! Income & purchase price limits do apply. Contact our homeownership team for more information: homeownership@nifa.org or call 402-434-3900,Yes
The New Power University by Jonathan Grant — a call for transformation,Yes
April 2021 Opportunities: Grants & Open Calls for Artists,Yes
The #Aus4Innovation Program is now calling for expressions of interest for Innovation Partnership Grants. The grants are designed to address emerging challenges or opportunities in Vietnam’s innovation ecosystem. The call closes 4 April 2021 ,Yes
"The fourth edition of the MSCA Seal of Excellence #Unipd Call is available. Find out how to give value to your research and apply for a 50,000 Euros grant for each year of activity! Deadline: 23.04.2021 ",Yes
Crisis grants are available for those in need. Call 01475 714444 if need to apply for assistance,Yes
Some nice new subscriptions came in over the weekend!We're under 72 hours from the next list if more want to sign up: -Over 60 paid calls for exhibitions/ residencies/ public art/ special projects/ grants/ covering Canada & USA //// deadlines April-June:,Yes
Last call for new applications from businesses in Cambridge seeking a Covid-19 Additional Business Support grant for 16 February to 31 March. Apply by the end of 31 March,Yes
"Registration for the County’s 2nd COVID-19 Business Assistance Grant Program opens tomorrow! Applications will be accepted 3/31-4/6 for small businesses & nonprofit organizations. To learn more, call 888-405-1004 ",Yes
Grant funding available for EV charging points for your business. Get in touch with our EV engineers today to find out more. Call: 01482 323352,Yes
"Cancer Research Wales' Innovation Grant Call is now open. Applications are welcome in the areas of Prevention & Early Diagnosis, Better Treatment, Health Systems Research and Basic Cancer and Translational Research.",Yes
"Beef Producers hit hard by recent flooding in NSW can now apply for recovery grants of up to $75,000. Find out more here",Yes
"We announced our 2021 Page/Johnson Legacy Scholar Grants. See what projects were funded in the three important areas of: corporate social advocacy, ethics of care and activism",Yes
Research grant call for #PMR #PolymyalgiaRheumatica.Scientists/clinicians must be affiliated to UK university or hospital.Deadline: 30 June 2021.,Yes
"Each month, we compile a list of residencies, grants, and open calls for artists working in all disciplines. This month’s list includes a residency to develop technology-based projects and a prize for Black poets looking to publish a new manuscript.",Yes
"Now open! Call for applicants: fundraising and development intern.YPARD GCU is looking for a Fundraising and Development Intern with some previous experience in grant writing, fundraising, and/or non-profit development",Yes
"RSIF Weekly Vol.2 No.12 - #RSIF Cooperability project to reduce post-harvest losses, open markets. Second call for proposals is now open!",Yes
Attention researchers! Please follow this link to view the funding call documents of the NRF’s Research Grants for 2022,Yes
@EvalPartners & @IOCE_eval are launching the Peer-to-Peer Grants Program 2021,Yes
Grant call for proposals: Awareness raising on child trafficking ,Yes
Lobby group calls for grants for English travel agencies,Yes
"To #smallbusinessowners March 31st, is last day to apply for Ontario's Small Business Support Grant! min of $10,000 up to $20,000 to businesses impacted by recent provincial lockdown. To apply visit: ",Yes
"BREAKING Police cars revolving light: The @NAACPVirginia calls on @VAElect to grant deadline extensions like they have done for numerous candidates in the past. ""The fact that the recently disqualified candidates were of color who sought to challenge incumbent legislators adds to our concerns."" ",Yes
Oregon Customers: CNGC has established & made available assistance funds through our newly created Big Heart Grant. You may qualify for assistance that could bring your past due balance to zero. Call our Customer Service Department @ 888-522-1130 to inquire about this assistance. ,Yes
Our 2021 Call for Proposals is now open and accepting applications! Watch the grant overview webinar for all the details - like what projects we fund and how to apply.,Yes
"The Swedish-Estonian Cooperation Fund has opened fund’s first application call for project, travel and translation grants to foster cooperation development in the youth segment of both countries. Apply until 30 April",Yes
Two calls for innovative #PASET project proposals are now open : #RSIF #Innovation #Africa #grants@WBG_Education@AUSTNigeria@NRInstitute@SokoineU@BUK_Nigeria@KenyattaUni@NM_AIST@uonbi@uniport@UnivofGh@Uni_Rwanda@UGBSN@Universite_FHB,Yes
"Last Call for WVBFC Sessions, AML Pilot Fund Grants, and more! WV Brownfields Insider - April 2021",Yes
"Aiming to respond to the unique challenges and opportunities of this time and to amplify its mission and vision, #RobertCarrFund calls for proposals 2021 to award grants for funding cycle 2022-2024. Act now!",Yes
EAJS Conference Grant Programme in European Jewish Studies. Call for Applications (2021-22),Yes
The New Power University by Jonathan Grant — a call for transformation,Yes
"Public address loudspeakerMoney bag#BCSDN encourages CSOs, networks, media, and activists from the #WB to apply for funding provided through the Call for the Ad-hoc Grants of the #regionalcshub that will support them in combating attacks that obstruct #civicspace!",Yes
"Public address loudspeakerCall for Applications for #ALS research projects@Fond_AriSLA aims at selecting excellent research to promote knowledge on ALS The Call admits both #Pilot (12 months) and #Full Grant (36) applicationsAlarm clockDeadline: May 13th, 2021",Yes
"New jobs, tenders, grants, calls for proposals and calls for interest in the @euneighbours (Flag of Algeria Flag of Egypt Flag of Jordan Flag of Lebanon Flag of Libya Flag of Morocco Flag of Palestinian Territories Flag of Tunisia Flag of Syria) are available every week at a distance of a click",Yes
" @walktheplank #OpenCall Fire Garden Commissions for #artists, #designers, and #makers is looking for ideas to commission for new pieces of work. Budgets for the new works are between £2,000- £15,000. Deadline 30/04/2021 #art #culture #society #grant",Yes
ICYMI Manuel Rivera-Ortiz Foundation Announces Photography Grant Call for Entries,Yes
"Call for Philly artists! Get paid to share your art! Open to ALL creative professionals (hairdressers, gardeners, chefs, dancers, etc.) $200 payment through city grant!",Yes
"The next #InformationSession for the #CallForGrants and Capacity Building for intersectional advocacy + response to end #GenderBasedViolence by @GlobalSpotlight #Pacific Regional Programme via @EUPasifika is on 08 April, 2.00pm Fiji time",Yes
#Grants Call for Proposals (@Internews @earthjournalism) Investigating Environmental Policy in Latin America,Yes
"Call for proposals for WoodGreen Grassroots Grant Application and Guideline 2021-2022 is now open! All community-based projects are eligible to receive up to $14,000 in funding for the May 2021 to March 2022 period. Applications are due April 11, 2021.",Yes
"A reminder that the application window for the County of Ventura’s Second COVID-19 Business Assistance Grant Program closes tomorrow, April 6th at 6pm! Learn more at and call 888.405.1004 for assistance.",Yes
"Lawmakers Renew Call for Investigation Into Zuckerberg-Funded Green Bay, WI Election Grant",Yes
"LAST CALL: Nonprofit organizations supporting the women & children of Ripley County can apply for a $2,000 Phaneuf Women in Philanthropy Grant by 11:59PM tonight. Apply online at This year's recipient of the Spring Grant will be announced on April 30th.",Yes
"Guts UK/BSPGHAN have opened the latest call for applications for one development grant up to £40,000 for research on paediatric gastrointestinal, hepatological and nutritional disorders.",Yes
"We're committed to a healthier future, which is why we're proud to invest in the next generation of researchers & help them realize life’s potential. Please join us in congratulating one of our grant recipients, Zong Wei. We’ll announce our call for new submissions soon #inBECLS",Yes
"Proud to co-author the @CA_Concord Small Business Rent Relief Program. In partnership with the @ConcordChamber1 we will grant 95 $10,000 grants to Concord businesses to cover commercial rent arrears. For more information, call 925-685-1181",Yes
"Find the latest roundup of open calls, grants, residencies and fellowships suitable for artists and art practitioners based in the UAE and abroad",Yes
Are you a local organization interested in applying for the Democracy Commission Small Grants program? We announce the 2021 call for proposals to support the development of democratic institutions and civil society organizations in the Kyrgyz Republic.,Yes
"A further £20,000 has been awarded to local community organisations, groups and schools to deliver projects in Selsey and Sidlesham following our recent call for grant funding applications!",Yes
The 2021 call for grants to publish translations of Spanish authors has been announced. More info,Yes
April 2021 Opportunities: Grants & Open Calls for Artists,Yes
"Call for Expressions of Interest - Marie Skłodowska-Curie Postdoctoral Fellowships 2021""I am interested in acting as supervisor to researchers intending to apply for postdoctoral MSCA fellows. The grant, if awarded, covers two years' salary, a mobility",Yes
The @NIHRCCF are looking for people with #LongCovid to review grants for the next research call. Support and training is provided and you get paid,Yes
"UNESCO calls for proposals for the 2021 Silk Roads Youth Research Grant: USD 10,000",Yes
＊LAST CALL＊ Tomorrow is the deadline to apply for the Robyn Allen Leadership Award and the Pryde Family Grant. Learn more about these #awards and apply now! #foodallergy,Yes
"Our friends at @TriValleyInc have some excellent news! They have a new grant funded transportation program for #seniors and adults with #disabilities until December 31, 2021! Call 508-949-6640 X-3031 to schedule rides.",Yes
CRS Rice Bowl Grants are available- call 330-744-8451 ext.323 or email nbaringer@youngstowndiocese.org for information,Yes
How to Get Your PPP Grant - Call PPP Loan Application Pros. 70% are eligible. Save 15-20 hours or more with experts. Schedule your 15-minute call. Get additional PPP funds. We file for you!,Yes
"If you own an Esthetician/Skin Care office, Electrology office, or a Nail salon in the @CountyofLA, you may be eligible for a $10,000 ""Keep Our Shops on the Block"" grant!",Yes
THE FACES BEING LEFT BEHIND!!!!!!!!!! We do not want to leave anyone behind. There are grants for sibling groups. For more information on hosting Call Clete 541-335-1768,Yes
Call the library at (928) 532-4070 to reserve your spot for this fun class! This event is in partnership with the White Mountain Community Garden and provided with grant funds from the Arizona State Library.,Yes
"ARTIST CALL for #graffiti and aerosol #artists and artist teams --> | Apply today for the @TheDCArts 'MuralsDC grants program to design, create and install aerosol murals throughout the district. ",Yes
The Emergency Assistance for Non-Public Schools fund is a $55 million grant awarded to Louisiana. Deadline to apply is April 4. Call 1-833-575-1727 or email info@LDOE-EANS.com w/ questions.,Yes
"Labour candidate in the Highlands and Islands Regional List, Rhoda Grant, has called for the BBC to decentralise jobs to the region. Highlands & Islands Labour Candidate Rhoda Grant Calls on the BBC to Relocate Jobs to the Region",Yes
View the new Grants Online Funding News Word Cloud. Click on the image and then the words to fund the latest funding opportunities relating to that word,Yes
For the latest information on #Covid-19 #Grants for the Community and Voluntary sector go to ,Yes
"#Grants of up to £300,000 are available for community-led projects that bring communities across the UK together and focus on equality, diversity and inclusion, particularly amongst communities disproportionality affected by the pandemic.",Yes
"To support young people in England who have suffered disruption to their education as a result of the Covid-19 pandemic, the UK Government is providing £200 million in summer school funding. to state funded",Yes
The Armed Forces Covenant Fund Trust has launched a new £6 million programme to provide support for charitable projects supporting Armed Forces communities in the UK. #Grants of up to £100K available,Yes
"Not-for-profit organisations, #charities, parish and town #councils can apply for #grants of up to £350,000 towards the capital costs of restoring redundant or underused historic buildings for the benefit of the local community",Yes
"#Sports clubs, #charities and not for organisations can apply for #grants of between £10,001 and £50,000 to help clubs and community groups through the ongoing coronavirus (Covid-19) pandemic to resume sports activities. Apply by the 30th April ",Yes
For the latest information on #Covid-19 #Grants for the Community and Voluntary sector go to,Yes
"NHS Charities Together has made funding of £668,299 available to support partnership work between community organisations and the NHS, working together to address health inequalities exacerbated by the Covid-19 pandemic",Yes
The Clare Milne Trust is inviting applications to their latest round of funding to support and improve the lives of people living with #disabilities in or close to Devon and Cornwall,Yes
"To further Scotland’s aim of reaching net-zero by 2045, the Scottish Government has expanded the eligibility criteria to its £22 million #Peatland Restoration Fund to restore damaged peatlands. #grants #environment",Yes
"Schools, nurseries, charities, care homes, and not-for-profit organisations can now apply for small #grants of £150 to host Food for Life Get Togethers events. #isolation #loneliness #elderly",Yes
"UK-registered #charities that work towards combating abuse and violations of human rights can apply for #grants of up to £20,000. #refugees #migrants",Yes
"#Grants of up to £35,000 are available to clusters of schools to work virtually with partner schools overseas. ",Yes
"New £14 million fund launched to improve and maintain the quality of grass football pitches. Grassroots clubs, leagues, charities and National League System Clubs are eligible to apply.",Yes
NEW GIIN report developed through the Frontier Finance Working Group activities shares perspectives on collaborations advancing social #impact in emerging &amp; frontier markets! Read Using Grants to Support Frontier Finance here,Yes
"We’re excited for our 2018 Ambassadors to arrive in Dallas tomorrow for our 4th annual Ambassador’s Conference! Over the course of the weekend, 40 students from 20 universities across the country will gather to award $150K in grants. Stay tuned for more updates! #PhilLabGivesBack",Yes
"RT @terrysulli: #UVA Batten School philanthropy class awards $105K in grants to local health agencies. Thanks, Adiuvans Foundation!",Yes
"""RT @terrysulli: #UVA Batten School students of philanthropy put principles into practice with $47K in grants to local agencies",Yes
"@7l1__ Apply now for our £18,000 new website grant for nonprofits",Yes
"The @NLEnterprise has awarded a grant to our new CashYOU project in #Cambodia, which aims to strengthen a new #valuechain of organic cashew nuts. CashYOU will train #smallholder #farmers on how to grow in an organic way and link farmers to market players",Yes
"And that's a wrap! We are thrilled to announce each of the following organizations will receive $25,000 in grant funding:\n\n- Abilene Hope Haven, Inc.\n- Skillpoint Alliance\n- Save Our Streets Ministries\n- Malawi Children’s Village\n- Focus: Hope\n- PHAR Charlottesville",Yes
"2nd day of the conference is underway! Students will narrow down to 9 finalists to potentially receive $25,000 in grant funding. @ Omni Dallas Hotel",Yes
"RT @MorgridgeCenter: We're really thrilled to have the first-ever @ThePhilLab grant award ceremony at @UWMadison. Students granting $50,000",Yes
"Baylor philanthropy course awards $100,000 to eight local nonprofits",Yes
"@7l1__ Apply now for our £18,000 new website grant for nonprofits",Yes
@CDChyr Hi! Please help spread the word about our grants. We give money to help charities redo their websites,Yes
@ico_club Hi! Please help spread the word about our grants. We give money to help charities redo their websites,Yes
"@stevenhargsja Apply now for our £18,000 new website grant for nonprofits: #charitydigital",Yes
"@esuwagunrv Apply now for our £18,000 new website grant for nonprofits",Yes
RT @macfound: Learn more about MacArthur’s grantmaking aimed at preventing climate change,Yes
"A $10K match?! 🤯 “We hope you will join us in this matching grant campaign to double the impact we are having across the globe.” — Rick Olson, CEO, @TheToroCompany. Double your impact today",Yes
"The #ResilienceFund supports girls and young women with a rapid response grant that prioritises getting funds to girls and young women with disabilities, girls and young women of colour, LGBTQIA2S youth, afro-descendant, indigenous and immigrant girls and young women",Yes
"Our home @Purposeful_org is leading a new fund to reach girl and young women activists at this watershed moment, with fully flexible rapid response grants of up to US$5,000. Applications for the fund are now open",Yes
"Calling all #young #feminist groups to apply for FRIDA #grants! Other than money, you'd get access to FRIDA's community",Yes
"RT @teganandsarafdn: To immediately support and center Black lives, Tegan and Sara Foundation has released another round of community grant",Yes
"From foundations to individual activists, more philanthropists are giving cash directly to people in need. Cash grants provide immediate relief &amp; give people autonomy to determine &amp; address their greatest needs. #FutureofPhilanthropy",Yes
Kroger steps up its fight against #coronavirus by building upon their Zero Hunger | Zero Waste Foundation. The company will direct $10 million in grants to fight the #pandemic,Yes
"You have a few days left to apply for a grant of up to £50,000. Collaborate with Japan and one or more ASEAN countries on research projects, that explore key #climate and environmental issues, in the lead up to #COP26.\n\nApply by 29 January",Yes
"Support institutions in #India to advance gender equality in #STEM. UK institutions are invited to apply for a grant of up to £25,000 to work with partners in the country.\n\nSubmit your application by 31 Jan",Yes
You have one week left to apply for this research study grant which will explore gender equality in higher education in India.\n\nOpen to all UK institutions. Apply by 25 January 2021 at 11.59pm (UK time),Yes
"Apply for a grant of up to £10,000 to kick-start innovative, joint UK-Malaysia responses to a shared #ClimateChange challenge involving young people aged 18-35.\n\nSubmit your application by 22 Jan, 9am GMT: #COP26 ",Yes
"UK institutions are invited to apply for a grant of up to £25,000 to work with partners in #India in advancing gender equality in #STEM.\n\nSubmit your application by 31 January.\n\nFind out more here: #GenderEquality ",Yes
UK institutions have just under one week left to apply for a research grant to help deepen our understanding of Bangladesh's medical education system.\n\nApply by 17 Jan.\n\n,Yes
"The @my_British is offering 3 grants of up to £10,000 to kick-start innovative, joint UK-Malaysia responses to a shared #ClimateChange challenge involving young people aged 18-35.\n\nSubmit your application by 22 Jan, 9am GMT: #COP26 ",Yes
"As part of our #COP26 activities, we are offering two grants of up to £50,000 for UK institutions. Collaborate with Japan and one or more ASEAN countries on research projects that explore key #climate and environmental issues.\n\nApply by 29 January. ",Yes
RT @IrishResearch: The @IrishResearch-@ahrcpress #DigitalHumanities Research Grant call is now OPEN. Deadline for applications is 18 March,Yes
"You have just over a week left to apply for a £250,000 grant to conduct research that assesses existing tertiary education partnerships between the UK and countries throughout East and Southeast Asia. Apply by 15 January:\n",Yes
